unique_key,created_date,closed_date,resolution_action_updated_date,status,status_notes,agency_name,category,complaint_type,descriptor,incident_address,supervisor_district,neighborhood,location,source,media_url,latitude,longitude,police_district
4372101,2015-01-07 16:20:25 UTC,2015-01-28 01:02:00 UTC,2015-01-28 01:02:00 UTC,Closed,"resolved:  - NRV # 1024084,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"2804 GREENWICH ST, SAN FRANCISCO, CA, 94123",2,Cow Hollow,POINT (-122.44577833 37.79777833),Mobile/Open311,http://mobile311.sfgov.org/reports/4372101/photos,37.797778333333,-122.445778333333,NORTHERN
4790528,2015-06-01 09:36:31 UTC,2015-08-07 12:00:00 UTC,2015-08-07 12:00:00 UTC,Closed,resolved: No Action Described,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"370 PARNASSUS AVE, SAN FRANCISCO, CA, 94117",5,Parnassus Heights,POINT (-122.45633 37.764045),Mobile/Open311,http://mobile311.sfgov.org/reports/4790528/photos,37.764045,-122.45633,PARK
4714036,2015-05-02 11:18:30 UTC,2015-05-21 05:02:00 UTC,2015-05-21 05:02:00 UTC,Closed,"resolved:  - NRV # 1034798,NRV # 1034799,NRV # 1034800,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of GEARY BLVD and STANYAN BLVD,1,Laurel Heights / Jordan Park,POINT (-122.45639943 37.78142009),Mobile/Open311,http://mobile311.sfgov.org/reports/4714036/photos,37.78142009388,-122.45639942598,RICHMOND
4555430,2015-03-07 19:18:14 UTC,2015-03-09 12:00:00 UTC,2015-03-09 12:00:00 UTC,Closed,resolved: Duplicate RFA. See RFA#21188034. - Duplicate RFA. See RFA#21188034.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"2812 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.43402833 37.73422),Mobile/Open311,http://mobile311.sfgov.org/reports/4555430/photos,37.73422,-122.434028333333,INGLESIDE
4946583,2015-07-28 10:47:21 UTC,2015-07-29 12:00:00 UTC,2015-07-29 12:00:00 UTC,Closed,resolved: Case is a Duplicate.  Duplicate Complaint.  SEE NRV #15NRV-1270.  SEE RFA#21209074. - Case is a Duplicate.  Duplicate Complaint.  SEE NRV #15NRV-1270.  SEE RFA#21209074.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 14TH ST and CASTRO ST,8,Corona Heights,POINT (-122.43554667 37.76735333),Mobile/Open311,http://mobile311.sfgov.org/reports/4946583/photos,37.767353333333,-122.435546666667,PARK
4950970,2015-07-29 14:24:52 UTC,2015-08-17 11:34:00 UTC,2015-08-17 11:34:00 UTC,Closed,"resolved:  - NRV # 1041824,NRV # 1041825,NRV # 1041829,NRV # 1041830,NRV # 1041832,NRV # 1041833,NRV # 1041835,NRV # 1041837,NRV # 1041840,NRV # 1041841,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45063069 37.76857062),Mobile/Open311,http://mobile311.sfgov.org/reports/4950970/photos,37.768570622528,-122.450630690685,PARK
5140368,2015-09-28 16:31:27 UTC,2015-09-30 12:00:00 UTC,2015-09-30 12:00:00 UTC,Closed,resolved: DUPLICATE COMPLAINT.  CASE IS A DUPLICATE.  SEE #NRV 15NRV-1646. - DUPLICATE COMPLAINT.  CASE IS A DUPLICATE.  SEE #NRV 15NRV-1646.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of FREDERICK ST and STANYAN ST,5,Parnassus Heights,POINT (-122.45289667 37.76637),Mobile/Open311,http://mobile311.sfgov.org/reports/5140368/photos,37.766369999022,-122.452896666779,PARK
5694686,2016-03-23 21:42:36 UTC,2016-04-15 11:06:00 UTC,2016-04-15 11:06:00 UTC,Closed,"- NRV # 1061303,NRV # 1061304,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"104 BENNINGTON ST, SAN FRANCISCO, CA, 94110",9,Holly Park,POINT (-122.41786167 37.7392),Mobile/Open311,http://mobile311.sfgov.org/reports/5694686/photos,37.7392,-122.417861666667,INGLESIDE
6887584,2017-02-28 11:32:33 UTC,2017-03-09 01:23:08 UTC,2017-03-09 01:23:08 UTC,Closed,"- NRV # 1089226,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and PARNASSUS AVE,5,Ashbury Heights,POINT (-122.44969642 37.76483066),Mobile/Open311,http://mobile311.sfgov.org/reports/6887584/photos,37.764830659179,-122.449696418012,PARK
7326460,2017-07-02 17:11:23 UTC,2017-07-04 01:16:31 UTC,2017-07-04 01:16:31 UTC,Closed,IOV - IOV,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"603 SCOTT ST, SAN FRANCISCO, CA, 94117",5,Alamo Square,POINT (-122.43623584 37.77512401),Mobile/Open311,http://mobile311.sfgov.org/reports/7326460/photos,37.775124013459,-122.43623583589,NORTHERN
8056079,2017-09-23 11:20:00 UTC,2017-09-24 17:00:00 UTC,2017-09-24 17:00:00 UTC,Closed,Fixed news rack pedestal. sForward to Clear Channel. - Fixed news rack pedestal. sForward to Clear Channel.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1698 POST ST, SAN FRANCISCO, CA, 94115",5,Japantown,POINT (-122.42988017 37.78563275),Web,http://mobile311.sfgov.org/reports/8056079/photos,37.785632753265,-122.429880165607,NORTHERN
9484297,2018-09-01 16:54:10 UTC,2018-09-04 00:00:00 UTC,2018-09-04 00:00:00 UTC,Closed,Duplicate Complaint. - Duplicate Complaint.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of WALLER ST and COLE ST,5,Cole Valley,POINT (-122.45039346 37.76863001),Mobile/Open311,http://mobile311.sfgov.org/reports/9484297/photos,37.768630008248,-122.45039345708,PARK
673665,2010-06-11 17:08:29 UTC,2011-04-11 04:44:51 UTC,2011-04-11 04:44:51 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"691 CHENERY ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.43369293 37.73439789),Phone,,37.734397888184,-122.433692932129,INGLESIDE
683714,2010-06-28 16:14:48 UTC,2011-04-11 04:45:09 UTC,2011-04-11 04:45:09 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of BOSWORTH ST and DIAMOND ST,8,Glen Park,POINT (-122.43414307 37.73355103),Phone,,37.733551025391,-122.434143066406,INGLESIDE
1044399,2012-01-15 17:30:07 UTC,2012-01-20 04:32:16 UTC,2012-01-20 04:32:16 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and PARNASSUS AVE,5,Ashbury Heights,POINT (-122.44976807 37.76486588),Web,,37.764865875244,-122.449768066406,PARK
3864467,2014-07-27 19:14:36 UTC,2014-07-31 12:00:00 UTC,2014-07-31 12:00:00 UTC,Closed,"resolved: KS-Case is a Duplicate. Duplicate Complaint. SEE NRV# 14NRV-1429, NRV 14NRV-1430 NRV, 14NRV-1431.  - KS-Case is a Duplicate. Duplicate Complaint. SEE NRV# 14NRV-1429, NRV 14NRV-1430 NRV, 14NRV-1431.",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of CARL ST and COLE ST,5,Cole Valley,POINT (-122.44990693 37.76588452),Mobile/Open311,,37.765884515446,-122.449906931029,PARK
4569438,2015-03-12 12:18:15 UTC,2015-03-31 07:52:00 UTC,2015-03-31 07:52:00 UTC,Closed,"resolved:  - NRV # 1029503,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of GEARY BLVD and JORDAN AVE,2,Laurel Heights / Jordan Park,POINT (-122.45660333 37.78146667),Mobile/Open311,http://mobile311.sfgov.org/reports/4569438/photos,37.781466666667,-122.456603333333,RICHMOND
5110374,2015-09-18 22:04:39 UTC,2015-10-13 11:49:00 UTC,2015-10-13 11:49:00 UTC,Closed,"resolved:  - NRV # 1046996,NRV # 1046998,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.450395 37.76862),Mobile/Open311,http://mobile311.sfgov.org/reports/5110374/photos,37.76862,-122.450395,PARK
5873801,2016-05-16 17:03:43 UTC,2016-05-17 12:00:00 UTC,2016-05-17 12:00:00 UTC,Closed,Duplicate Complaint.  See NRV#16NRV-0731. - Duplicate Complaint.  See NRV#16NRV-0731.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"501 FREDERICK ST, SAN FRANCISCO, CA, 94117",5,Parnassus Heights,POINT (-122.45294167 37.76622833),Mobile/Open311,http://mobile311.sfgov.org/reports/5873801/photos,37.766228332356,-122.452941666779,PARK
7166492,2017-05-19 10:44:17 UTC,2017-06-15 01:20:42 UTC,2017-06-15 01:20:42 UTC,Closed,"- NRV # 1095203,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of DORADO TER and JULES AVE,7,Mt. Davidson Manor,POINT (-122.46109002 37.72497383),Mobile/Open311,http://mobile311.sfgov.org/reports/7166492/photos,37.724973829498,-122.461090022812,TARAVAL
10992593,2019-06-13 14:25:19 UTC,2019-06-21 09:47:00 UTC,2019-06-21 09:47:00 UTC,Closed,"- NRV # 1171136,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"1217 DIVISADERO ST, SAN FRANCISCO, CA, 94115",5,Anza Vista,POINT (-122.43902 37.78079667),Mobile/Open311,http://mobile311.sfgov.org/reports/10992593/photos,37.780796666667,-122.43902,NORTHERN
10791258,2019-04-29 08:15:02 UTC,2019-05-04 10:47:00 UTC,2019-05-04 10:47:00 UTC,Closed,"- NRV # 1166395,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1902 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Mt. Davidson Manor,POINT (-122.46184934 37.72527013),Mobile/Open311,http://mobile311.sfgov.org/reports/10791258/photos,37.725270129775,-122.46184933942,TARAVAL
383850,2009-03-05 16:23:56 UTC,2009-03-07 05:10:16 UTC,2009-03-07 05:10:16 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"701 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45066833 37.76845551),Web,,37.768455505371,-122.450668334961,PARK
704512,2010-08-01 13:36:26 UTC,2011-04-11 04:45:36 UTC,2011-04-11 04:45:36 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"930 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.44970703 37.76535034),Twitter,,37.765350341797,-122.44970703125,PARK
815383,2011-01-28 15:46:13 UTC,2011-03-10 04:31:30 UTC,2011-03-10 04:31:30 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of DIVISADERO ST and FELL ST,5,Alamo Square,POINT (-122.43761444 37.77406311),Web,,37.774063110352,-122.437614440918,NORTHERN
1709740,2012-11-21 14:57:13 UTC,2012-11-27 04:37:40 UTC,2012-11-27 04:37:40 UTC,Closed,resolved: Same RFA as#21114514. - Same RFA as#21114514.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of COLUMBUS AVE and NORTH POINT ST,3,Fisherman's Wharf,POINT (-122.41838074 37.80597687),Twitter,,37.805976867676,-122.418380737305,CENTRAL
4429811,2015-01-26 13:53:54 UTC,2015-01-27 05:25:36 UTC,2015-01-27 05:25:36 UTC,Closed,resolved: Case is a Duplicate.  Duplicate Complaint.  SEE NRV #15NRV-0009. - Case is a Duplicate.  Duplicate Complaint.  SEE NRV #15NRV-0009.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of 14TH ST and CASTRO ST,8,Corona Heights,POINT (-122.43551667 37.76735333),Mobile/Open311,http://mobile311.sfgov.org/reports/4429811/photos,37.767353333333,-122.435516666667,PARK
5571388,2016-02-16 08:40:51 UTC,2016-02-24 11:18:00 UTC,2016-02-24 11:18:00 UTC,Closed,"Case Resolved:  - NRV # 1058550,NRV # 1058551,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"3555 CALIFORNIA ST, SAN FRANCISCO, CA, 94118",2,Laurel Heights / Jordan Park,POINT (-122.45270126 37.78635719),Mobile/Open311,http://mobile311.sfgov.org/reports/5571388/photos,37.786357193604,-122.452701258296,RICHMOND
6687277,2017-01-03 16:03:23 UTC,2017-01-05 01:13:37 UTC,2017-01-05 01:13:37 UTC,Closed,Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel. - Fixed Pedestal (Pedmount) News Rack. Forwarded to Clear Channel.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of POST ST and WEBSTER ST,5,Japantown,POINT (-122.43114614 37.78536517),Web,http://mobile311.sfgov.org/reports/6687277/photos,37.785365167329,-122.431146137851,NORTHERN
11056138,2019-06-27 19:54:35 UTC,2019-07-03 00:00:00 UTC,2019-07-03 00:00:00 UTC,Closed,See RFA#21402203. 956 COLE ST is the correct address location for this news rack. - See RFA#21402203. 956 COLE ST is the correct address location for this news rack.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"720 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.450355 37.76796333),Mobile/Open311,http://mobile311.sfgov.org/reports/11056138/photos,37.767963333333,-122.450355,PARK
11640284,2019-11-03 15:39:56 UTC,,2019-11-11 11:53:00 UTC,Open,closed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1285 HAYES ST, SAN FRANCISCO, CA, 94117",5,Alamo Square,POINT (-122.437586 37.775033),Mobile/Open311,http://mobile311.sfgov.org/reports/11640284/photos,37.775033,-122.437586,NORTHERN
664785,2010-05-29 07:04:33 UTC,2011-04-11 04:44:34 UTC,2011-04-11 04:44:34 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of MCALLISTER ST and PIERCE ST,5,Alamo Square,POINT (-122.43505096 37.7782135),Phone,,37.778213500977,-122.435050964355,NORTHERN
972710,2011-09-29 12:51:30 UTC,2011-10-06 04:35:59 UTC,2011-10-06 04:35:59 UTC,Closed,,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of DRUMM ST and JACKSON ST,3,Northern Waterfront,POINT (-122.3971405 37.79724503),Phone,,37.797245025635,-122.39714050293,CENTRAL
1237180,2012-08-05 16:15:32 UTC,2012-08-07 04:33:25 UTC,2012-08-07 04:33:25 UTC,Closed,resolved: Forwarded to ClearChannel. - Forwarded to ClearChannel.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of JEFFERSON ST and LEAVENWORTH ST,3,Fisherman's Wharf,POINT (-122.41908264 37.80780411),Twitter,,37.807804107666,-122.419082641602,CENTRAL
2443527,2013-06-03 11:19:50 UTC,2013-06-17 04:37:58 UTC,2013-06-17 04:37:58 UTC,Closed,"resolved:  - NRV # 990473,NRV # 990474,NRV # 990475,NRV # 990477,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of DIVISADERO ST and HAYES ST,5,Alamo Square,POINT (-122.43779755 37.77499008),Web,,37.774990081787,-122.437797546387,NORTHERN
3610038,2014-05-03 20:11:14 UTC,2014-05-15 10:47:00 UTC,2014-05-15 10:47:00 UTC,Closed,"resolved: found graffiti - NRV # 1004927,  notfiy owner",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of STANYAN ST and PARNASSUS AVE,5,Parnassus Heights,POINT (-122.47292319 37.76564043),Phone,,37.765640430628,-122.472923191538,PARK
4827146,2015-06-14 21:53:24 UTC,2016-10-15 05:16:55 UTC,2016-10-15 05:16:55 UTC,Closed,conditions not found - no action needed,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,Intersection of COLE ST and WALLER ST,5,Cole Valley,POINT (-122.45052338 37.76859283),Web,,37.768592834473,-122.450523376465,PARK
5503744,2016-01-26 10:00:30 UTC,2016-01-27 12:00:00 UTC,2016-01-27 12:00:00 UTC,Closed,resolved: No News Racks at  STEINER ST : HAYES ST Intersection. - No News Racks at  STEINER ST : HAYES ST Intersection.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,Intersection of HAYES ST and STEINER ST,5,Alamo Square,POINT (-122.43283081 37.77562714),Web,,37.77562713623,-122.432830810547,NORTHERN
6402332,2016-10-10 09:49:55 UTC,2016-10-28 01:11:43 UTC,2016-10-28 01:11:43 UTC,Closed,"- NRV # 1078351,",DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Offensive,"701 COLE ST, SAN FRANCISCO, CA, 94117",5,Cole Valley,POINT (-122.45069028 37.76841136),Mobile/Open311,http://mobile311.sfgov.org/reports/6402332/photos,37.768411362614,-122.450690277413,PARK
11290117,2019-08-19 07:35:55 UTC,2019-08-20 00:00:00 UTC,2019-08-20 00:00:00 UTC,Closed,Fixed news rack pedestal. sForward to Clear Channel. - Fixed news rack pedestal. sForward to Clear Channel.,DPW BSM Queue,Graffiti,Graffiti on News_rack,News_rack - Not_Offensive,"1140 OCEAN AVE, SAN FRANCISCO, CA, 94112",7,Westwood Park,POINT (-122.45484986 37.7236976),Mobile/Open311,http://mobile311.sfgov.org/reports/11290117/photos,37.723697600921,-122.454849863539,TARAVAL
11655700,2019-11-06 17:20:00 UTC,2019-11-08 05:11:00 UTC,2019-11-08 05:11:00 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"2795 DIAMOND ST, SAN FRANCISCO, CA, 94131",8,Glen Park,POINT (-122.4336963 37.7347027),Web,,37.7347027,-122.4336963,INGLESIDE
9116986,2018-06-10 07:48:00 UTC,2018-06-11 10:30:00 UTC,2018-06-11 10:30:00 UTC,Closed,"Garbage removed as of Sunday, 6/10/18.",Port Authority - G,Litter Receptacles,Add_remove_garbage_can,N/A,"2890 TAYLOR ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,POINT (-122.415926 37.808839),Mobile/Open311,http://mobile311.sfgov.org/reports/9116986/photos,37.808839,-122.415926,CENTRAL
10475325,2019-02-11 12:21:00 UTC,2019-02-12 13:31:00 UTC,2019-02-12 13:31:00 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"495 GRAND VIEW AVE, SAN FRANCISCO, CA, 94114",8,Upper Market,POINT (-122.44237518 37.75180435),Phone,,37.751804351807,-122.442375183105,MISSION
6767925,2017-01-24 19:52:02 UTC,,2017-01-24 21:09:19 UTC,Open,accepted,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"1000 25TH ST, SAN FRANCISCO, CA, 94107",10,Central Waterfront,POINT (-122.38974645 37.75317738),Mobile/Open311,http://mobile311.sfgov.org/reports/6767925/photos,37.753177383018,-122.389746448139,BAYVIEW
7011052,2017-04-04 21:23:50 UTC,2017-04-06 15:27:04 UTC,2017-04-06 15:27:04 UTC,Closed,Pickup completed,Recology_Litter,Litter Receptacles,Add_remove_garbage_can,N/A,"650 ANDOVER ST, SAN FRANCISCO, CA, 94110",9,Holly Park,POINT (-122.4169862 37.7355018),Web,,37.7355018,-122.4169862,INGLESIDE
7001698,2017-04-02 16:51:43 UTC,2017-06-02 11:45:37 UTC,2017-06-02 11:45:37 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of 26TH ST and INDIANA ST,10,Central Waterfront,POINT (-122.39056291 37.75139051),Phone,,37.751390514274,-122.390562910541,BAYVIEW
11210657,2019-08-01 10:09:00 UTC,2019-08-01 15:36:19 UTC,2019-08-01 15:36:19 UTC,Closed,WASTE NOT FOUND,Recology_Abandoned,Litter Receptacles,Add_remove_garbage_can,N/A,"1595 DAVIDSON AVE, SAN FRANCISCO, CA, 94124",10,Central Waterfront,POINT (-122.3918949 37.7454426),Mobile/Open311,http://mobile311.sfgov.org/reports/11210657/photos,37.745442604681,-122.39189489756,BAYVIEW
11121927,2019-07-12 19:55:00 UTC,2019-07-12 21:41:00 UTC,2019-07-12 21:41:00 UTC,Closed,No Address,311 Supervisor Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"1310 4TH ST, SAN FRANCISCO, CA, 94158",6,Mission Bay,POINT (-122.391537 37.771311),Mobile/Open311,,37.771311,-122.391537,SOUTHERN
7005283,2017-04-03 14:39:19 UTC,2017-04-20 06:28:46 UTC,2017-04-20 06:28:46 UTC,Closed,Port removed garbage disposal container inside Pier 19 (South apron).,Port Authority - G,Litter Receptacles,Add_remove_garbage_can,N/A,"800 THE EMBARCADERO, SAN FRANCISCO, CA, 94111",3,Northern Waterfront,POINT (-122.398536 37.802961),Mobile/Open311,http://mobile311.sfgov.org/reports/7005283/photos,37.802961,-122.398536,CENTRAL
9994993,2018-12-31 10:11:35 UTC,,2018-12-31 10:18:29 UTC,Open,open,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"443 CARL ST, SAN FRANCISCO, CA, 94117",5,Parnassus Heights,POINT (-122.45664 37.765019),Mobile/Open311,http://mobile311.sfgov.org/reports/9994993/photos,37.765019,-122.45664,PARK
10744402,2019-04-18 06:09:02 UTC,2019-04-18 11:38:00 UTC,2019-04-18 11:38:00 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of SELBY ST and NEWCOMB AVE,10,Produce Market,POINT (-122.3990115 37.74049198),Mobile/Open311,http://mobile311.sfgov.org/reports/10744402/photos,37.740491977155,-122.399011499985,BAYVIEW
6054768,2016-07-06 10:20:03 UTC,2016-07-14 10:21:23 UTC,2016-07-14 10:21:23 UTC,Closed,10-98,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"5790 MISSION ST, SAN FRANCISCO, CA, 94112",11,Outer Mission,POINT (-122.4508582 37.70955782),Phone,,37.709557819957,-122.450858203057,INGLESIDE
8500754,2018-01-13 10:03:00 UTC,2018-01-24 09:30:00 UTC,2018-01-24 09:30:00 UTC,Closed,What is the reason for removing the can?Please include reason for request,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of 26TH ST and INDIANA ST,10,Central Waterfront,POINT (-122.39056396 37.75139236),Phone,,37.751392364502,-122.390563964844,BAYVIEW
11046822,2019-06-26 03:00:00 UTC,2019-06-26 05:57:16 UTC,2019-06-26 05:57:16 UTC,Closed,Pickup completed.,Recology_Overflowing,Litter Receptacles,Add_remove_garbage_can,N/A,"4 BAY ST, SAN FRANCISCO, CA, 94133",3,Fisherman's Wharf,POINT (-122.40572713 37.80689717),Mobile/Open311,http://mobile311.sfgov.org/reports/11046822/photos,37.806897168083,-122.405727133269,CENTRAL
11551650,2019-10-15 08:44:04 UTC,,2019-10-15 09:35:30 UTC,Open,in progress,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,"700 ILLINOIS ST, SAN FRANCISCO, CA, 94107",10,Dogpatch,POINT (-122.3879704 37.7629429),Web,,37.7629429,-122.3879704,BAYVIEW
9469723,2018-08-29 12:29:00 UTC,2018-09-23 13:37:00 UTC,2018-09-23 13:37:00 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of SILVER AVE and GAMBIER ST,11,University Mound,POINT (-122.42266846 37.7288208),Phone,,37.728820800781,-122.422668457031,INGLESIDE
10754624,2019-04-20 12:56:00 UTC,2019-04-30 14:42:00 UTC,2019-04-30 14:42:00 UTC,Closed,,DPW Ops Queue,Litter Receptacles,Add_remove_garbage_can,N/A,Intersection of ALEMANY BLVD and VICTORIA ST,7,Merced Heights,POINT (-122.465271 37.71176147),Phone,,37.711761474609,-122.465270996094,TARAVAL
